fid,ID,type,number,suffix,nameStreet,irisCode,typ_loc,source
"3364",Address6488044304669618,Address,"153",,Boulevard Voltaire,"75111",entrance,ign
"3365",Address3488044304036416,Address,"147",,Boulevard Voltaire,"75111",entrance,ign
"3366",Address6188044302753612,Address,"200",,Boulevard Voltaire,"75111",entrance,ign
"3367",Address2588044302662967,Address,"125",,Boulevard Voltaire,"75111",parcel,dgfip
"3368",Address8888044298753618,Address,"10",,Rue Sedaine,"75111",parcel,dgfip
"3369",Address1488044298206537,Address,"76",,Rue Sedaine,"75111",entrance,ign
"3370",Address9988044297589975,Address,"54",,Rue Sedaine,"75111",entrance,ign
"3371",Address8988044295694714,Address,"6",,Rue Robert et Sonia Delaunay,"75111",entrance,ign
"3372",Address6388044293805799,Address,"26",,Impasse Saint-sébastien,"75111",entrance,ign
"3373",Address9588044291165612,Address,"164",BIS,Rue de la Roquette,"75111",parcel,dgfip
"3374",Address5288044290350406,Address,"179",,Rue de la Roquette,"75111",parcel,dgfip
"3375",Address9688044289666681,Address,"64",,Rue de la Roquette,"75111",parcel,dgfip
"3376",Address4988044287573198,Address,"27",,Rue de la Roquette,"75111",entrance,ign
"3377",Address2088044287304073,Address,"21",,Rue de la Roquette,"75111",entrance,ign
"3378",Address1488044284192633,Address,"138",,Rue Amelot,"75111",entrance,ign
"3379",Address4488044281718108,Address,"13",,Rue Saint-ambroise,"75111",entrance,ign
"3380",Address4688044278391540,Address,"7",,Avenue de la République,"75111",parcel,dgfip
"3381",Address4188044275794284,Address,"14",,Rue du Marché Popincourt,"75111",parcel,dgfip
"3382",Address4888044268976151,Address,"41",,Rue Popincourt,"75111",parcel,dgfip
"3383",Address9288044267480205,Address,"5",,Rue Alphonse Baudin,"75111",parcel,dgfip
"3384",Address488044267164734,Address,"9",BIS,Rue Victor Gelez,"75111",parcel,dgfip
"3385",Address3688044266913082,Address,"1",,Rue Victor Gelez,"75111",entrance,ign
"3386",Address8888044266744115,Address,"7",BIS,Rue Omer Talon,"75111",entrance,ign
"3387",Address4788044265260173,Address,"101",,Rue Oberkampf,"75111",parcel,dgfip
"3388",Address6688044265043160,Address,"36",,Rue Oberkampf,"75111",entrance,ign
"3389",Address3488044263596638,Address,"90",,Rue Oberkampf,"75111",parcel,dgfip
"3390",Address2188044262858194,Address,"67",,Rue Oberkampf,"75111",entrance,ign
"3391",Address3888044262660085,Address,"12",,Rue Oberkampf,"75111",entrance,ign
"3392",Address9388044260603622,Address,"75",TER,Rue de Charonne,"75111",entrance,ign
"3393",Address8988044260589605,Address,"156",,Rue de Charonne,"75111",parcel,dgfip
"3394",Address5088044259899016,Address,"144",,Rue de Charonne,"75111",entrance,ign
"3395",Address888044257820165,Address,"102",,Rue de Charonne,"75111",parcel,dgfip
"3396",Address8388044250731802,Address,"15",,RUE CARRIERE MAINGUET,"75111",entrance,ign
"3397",Address3888044248101563,Address,"57",,RUE DU FAUBOURG SAINT ANTOINE,"75111",entrance,ign
"3398",Address2888044244375929,Address,"279",,RUE DU FAUBOURG SAINT ANTOINE,"75111",parcel,dgfip
"3399",Address4588044242322467,Address,"213",,RUE DU FAUBOURG SAINT ANTOINE,"75111",entrance,ign
"3400",Address1488044242080741,Address,"9",,PASSAGE SAINT SABIN,"75111",entrance,ign
"3401",Address8988044420191201,Address,"110",,Rue Jean-pierre Timbaud,"75111",parcel,dgfip
"3402",Address1888044419650264,Address,"80",,Rue Jean-pierre Timbaud,"75111",parcel,dgfip
"3403",Address8988044418225240,Address,"7",,Cité d'Angoulême,"75111",entrance,ign
"3404",Address4088044418045131,Address,"1",,Cité d'Angoulême,"75111",entrance,ign
"3405",Address488044416556782,Address,"88",BIS,Avenue Parmentier,"75111",parcel,dgfip
"3406",Address9888044415738107,Address,"14",,Avenue Parmentier,"75111",entrance,ign
"3407",Address3588044415221845,Address,"68",,Avenue Parmentier,"75111",entrance,ign
"3408",Address9588044413168944,Address,"5",,Rue Jean Macé,"75111",entrance,ign
"3409",Address7088044412477875,Address,"44",,Rue du Faubourg du Temple,"75111",entrance,ign
"3410",Address3988044412341231,Address,"36",A,Rue du Faubourg du Temple,"75111",parcel,dgfip
"3411",Address7988044411763975,Address,"36",B,Rue du Faubourg du Temple,"75111",parcel,dgfip
"3412",Address6588044409413388,Address,"10",,Rue Lacharrière,"75111",parcel,dgfip
"3413",Address888044408641477,Address,"11",,Passage de la Fonderie,"75111",parcel,dgfip
"3414",Address3488044407948414,Address,"18",,Cité Popincourt,"75111",parcel,dgfip
"3415",Address4888044405960677,Address,"39",,Rue Richard Lenoir,"75111",entrance,ign
"3416",Address6988044405923230,Address,"38",,Rue Richard Lenoir,"75111",parcel,dgfip
"3417",Address1988044405192779,Address,"11",,Rue Richard Lenoir,"75111",parcel,dgfip
"3418",Address8388044403991822,Address,"5",,Passage du Cheval Blanc,"75111",parcel,dgfip
"3419",Address1888044403393431,Address,"19",,Rue Charrière,"75111",parcel,dgfip
"3420",Address2888044403289155,Address,"4",,Impasse du Bureau,"75111",entrance,ign
"3421",Address9488044402982985,Address,"18",,Cité Joly,"75111",entrance,ign
"3422",Address9588044402678930,Address,"9",,Passage Gustave Lepeu,"75111",entrance,ign
"3423",Address888044401131850,Address,"95",,Avenue Ledru Rollin,"75111",entrance,ign
"3424",Address5988044400501082,Address,"160",,Avenue Ledru Rollin,"75111",parcel,dgfip
"3425",Address1088044399853949,Address,"126",,Avenue Ledru Rollin,"75111",entrance,ign
"3426",Address9288044399554003,Address,"114",,Avenue Ledru Rollin,"75111",parcel,dgfip
"3427",Address788044398803457,Address,"43",,Rue du Chemin Vert,"75111",entrance,ign
"3428",Address9988044398074713,Address,"151",,Rue du Chemin Vert,"75111",entrance,ign
"3429",Address9388044396314845,Address,"70",,Rue du Chemin Vert,"75111",entrance,ign
"3430",Address2188044394777260,Address,"4",BIS,Rue Saint-sabin,"75111",entrance,ign
"3431",Address9088044393592846,Address,"9",,Rue Morand,"75111",parcel,dgfip
"3432",Address2888044392886067,Address,"16",,Impasse Delépine,"75111",entrance,ign
"3433",Address1888044392134376,Address,"43",,Boulevard de Charonne,"75111",parcel,dgfip
"3434",Address6788044390862731,Address,"29",,Passage Charles Dallery,"75111",parcel,dgfip
"3435",Address3888044389705043,Address,"9",,Rue Pache,"75111",entrance,ign
"3436",Address9888044383409590,Address,"13",,Rue Gerbier,"75111",parcel,dgfip
"3437",Address9088044382447506,Address,"39",,Rue de Lappe,"75111",parcel,dgfip
"3438",Address6188044380134122,Address,"4",,Rue de la Folie-régnault,"75111",entrance,ign
"3439",Address2088044378277429,Address,"12",BIS,Villa Gaudelet,"75111",parcel,dgfip
"3440",Address2088044377259322,Address,"9",,Rue Pasteur,"75111",entrance,ign
"3441",Address7488044375999687,Address,"77",BIS,Rue de la Fontaine au Roi,"75111",entrance,ign
"3442",Address3888044373366402,Address,"23",,Rue des Bluets,"75111",entrance,ign
"3443",Address1488044370212725,Address,"2",,Rue Félix Voisin,"75111",entrance,ign
"3444",Address4788044360010047,Address,"9",,Impasse des Primevères,"75111",entrance,ign
"3445",Address5788044359171742,Address,"4",,Rue Roubo,"75111",parcel,dgfip
"3446",Address9288044357623404,Address,"10",,Rue Mercoeur,"75111",parcel,dgfip
"3447",Address3688044356737832,Address,"48",,Avenue Philippe-auguste,"75111",parcel,dgfip
"3448",Address6888044355292388,Address,"84",,Avenue Philippe-auguste,"75111",entrance,ign
"3449",Address8688044354583143,Address,"112",,Avenue Philippe-auguste,"75111",entrance,ign
"3450",Address388044352847749,Address,"10",,Passage Courtois,"75111",entrance,ign
"3451",Address6288044351244073,Address,"13",,Place de la Nation,"75111",parcel,dgfip
"3452",Address7988044349162059,Address,"95",,Rue de la Folie-méricourt,"75111",parcel,dgfip
"3453",Address4588044348787206,Address,"8",,Rue de la Folie-méricourt,"75111",parcel,dgfip
"3454",Address4788044348284948,Address,"50",,Rue de la Folie-méricourt,"75111",parcel,dgfip
"3455",Address6988044348077855,Address,"41",,Rue de la Folie-méricourt,"75111",entrance,ign
"3456",Address1388044344980357,Address,"2",,Passage Turquetil,"75111",entrance,ign
"3457",Address2188044344776822,Address,"6",,Rue Rampon,"75111",entrance,ign
"3458",Address6788044342810916,Address,"10",,Rue Chanzy,"75111",entrance,ign
"3459",Address288044342269210,Address,"3",,Rue Chanzy,"75111",entrance,ign
"3460",Address9888044341619139,Address,"8",,Rue du Commandant Lamy,"75111",parcel,dgfip
"3461",Address5088044339167237,Address,"11",,Cité Voltaire,"75111",parcel,dgfip
"3462",Address2888044337357070,Address,"28",,Rue Basfroi,"75111",entrance,ign
"3463",Address7488044334564399,Address,"9",,Passage Thièré,"75111",entrance,ign
"3464",Address4988044334164605,Address,"20",,Passage Thièré,"75111",entrance,ign
"3465",Address9388044333072270,Address,"2",,Cité du Couvent,"75111",entrance,ign
"3466",Address2688044332378100,Address,"8",,Cité Dupont,"75111",entrance,ign
"3467",Address6488044331695804,Address,"11",,Passage Piver,"75111",entrance,ign
"3468",Address4488044331592379,Address,"6",,Rue Pihet,"75111",parcel,dgfip
"3469",Address7188044331419720,Address,"8",,Rue Louis Bonnet,"75111",parcel,dgfip
"3470",Address7488044329376470,Address,"4",,Impasse Charles Petit,"75111",parcel,dgfip
"3471",Address7888044324509634,Address,"121",,Rue Saint-maur,"75111",entrance,ign
"3472",Address3888044323434189,Address,"5",,Rue Voltaire,"75111",entrance,ign
"3473",Address2088044321189991,Address,"5",,Cité Griset,"75111",parcel,dgfip
"3474",Address9688044320458724,Address,"40",,Rue du Moulin Joly,"75111",entrance,ign
"3475",Address688044320305696,Address,"31",,Rue du Moulin Joly,"75111",entrance,ign
"3476",Address488044320094638,Address,"9",TER,Passage Saint-ambroise,"75111",entrance,ign
"3477",Address1888044319501488,Address,"40",,Rue Emile Lepeu,"75111",entrance,ign
"3478",Address4488044317434932,Address,"22",,Rue Rochebrune,"75111",parcel,dgfip
"3479",Address3688044315731534,Address,"35",,Rue de l'Orillon,"75111",parcel,dgfip
"3480",Address4688044314849673,Address,"68",,Rue de Montreuil,"75111",entrance,ign
"3481",Address3688044313725881,Address,"98",,Rue de Montreuil,"75111",entrance,ign
"3482",Address988044311697685,Address,"15",BIS,Boulevard Jules Ferry,"75111",entrance,ign
"3483",Address7288044310722462,Address,"38",,Rue Godefroy Cavaignac,"75111",parcel,dgfip
"3484",Address7988044309137325,Address,"11",,Boulevard Voltaire,"75111",parcel,dgfip
"3485",Address7688044306579496,Address,"176",,Boulevard Voltaire,"75111",entrance,ign
"3486",Address5188044306366887,Address,"59",,Boulevard Voltaire,"75111",parcel,dgfip
"3487",Address4688044305097992,Address,"159",,Boulevard Voltaire,"75111",entrance,ign
"3488",Address9988044302997712,Address,"204",,Boulevard Voltaire,"75111",entrance,ign
"3489",Address3288044302779001,Address,"127",BIS,Boulevard Voltaire,"75111",parcel,dgfip
"3490",Address3288044300800993,Address,"4",,Cité de Phalsbourg,"75111",entrance,ign
"3491",Address1688044300756947,Address,"3",,Cité de Phalsbourg,"75111",parcel,dgfip
"3492",Address7488044297944545,Address,"66",,Rue Sedaine,"75111",entrance,ign
"3493",Address7988044295155730,Address,"9",,Rue du Général Blaise,"75111",entrance,ign
"3494",Address6788044294785393,Address,"7",,Passage Bullourde,"75111",entrance,ign
"3495",Address1188044293416026,Address,"34",,Rue Keller,"75111",entrance,ign
"3496",Address5288044291997913,Address,"56",BIS,Rue Trousseau,"75111",parcel,dgfip
"3497",Address4788044290454967,Address,"181",,Rue de la Roquette,"75111",entrance,ign
"3498",Address5488044288994720,Address,"169",,Rue de la Roquette,"75111",parcel,dgfip
"3499",Address788044284570035,Address,"67",,Rue Amelot,"75111",entrance,ign
"3500",Address6388044283732830,Address,"125",,Rue Amelot,"75111",entrance,ign
"3501",Address1388044282329714,Address,"5",,Rue Saint-ambroise,"75111",parcel,dgfip
"3502",Address8288044280334760,Address,"29",,Rue Alexandre Dumas,"75111",entrance,ign
"3503",Address7488044279457197,Address,"56",,Rue Alexandre Dumas,"75111",entrance,ign
"3504",Address7188044277762447,Address,"51",,Avenue de la République,"75111",entrance,ign
"3505",Address9988044277371325,Address,"39",,Avenue de la République,"75111",parcel,dgfip
"3506",Address3588044275823726,Address,"2",,Rue du Marché Popincourt,"75111",parcel,dgfip
"3507",Address8688044274920404,Address,"13",,Rue Saint-bernard,"75111",entrance,ign
"3508",Address788044273892434,Address,"66",,Boulevard Richard Lenoir,"75111",entrance,ign
"3509",Address7388044272464813,Address,"28",,Boulevard Richard Lenoir,"75111",parcel,dgfip
"3510",Address7388044272450827,Address,"28",,Boulevard Richard Lenoir,"75111",entrance,ign
"3511",Address3188044266996695,Address,"4",,Rue Victor Gelez,"75111",entrance,ign
"3512",Address6488044266927217,Address,"1",,Rue Victor Gelez,"75111",parcel,dgfip
"3513",Address4488044263450909,Address,"88",,Rue Oberkampf,"75111",entrance,ign
"3514",Address4288044259700293,Address,"6",,Rue de Charonne,"75111",parcel,dgfip
"3515",Address8188044258807176,Address,"41",,Rue de Charonne,"75111",entrance,ign
"3516",Address9588044258654788,Address,"124",,Rue de Charonne,"75111",entrance,ign
"3517",Address6588044256975396,Address,"9004",,MET CHARONNE,"75111",parcel,dgfip
"3518",Address3588044256390304,Address,"10",,RUE DE LA VACQUERIE,"75111",entrance,ign
"3519",Address7388044256303420,Address,"7",,RUE DE LA VACQUERIE,"75111",parcel,dgfip
"3520",Address2188044256062009,Address,"12",,IMPASSE CARRIERE MAINGUET,"75111",entrance,ign
"3521",Address1388044254551639,Address,"2",,RUE DES 3 COURONNES,"75111",entrance,ign
"3522",Address1788044254359288,Address,"1",,RUE DES 3 COURONNES,"75111",parcel,dgfip
"3523",Address6488044252455177,Address,"26",,RUE DES 3 BORNES,"75111",parcel,dgfip
"3524",Address588044252092269,Address,"10",,RUE DES 3 BORNES,"75111",parcel,dgfip
"3525",Address2688044251547016,Address,"7",,IMPASSE DE MONT LOUIS,"75111",entrance,ign
"3526",Address3688044250243451,Address,"9",,RUE FRANCOIS DE NEUFCHATEAU,"75111",parcel,dgfip
"3527",Address3888044240676353,Address,"33",,PASSAGE DU BUREAU,"75111",parcel,dgfip
"3528",Address388044422284053,Address,"6",,Rue Titon,"75111",parcel,dgfip
"3529",Address1588044421823593,Address,"18",,Rue Titon,"75111",entrance,ign
"3530",Address9388044419662945,Address,"80",,Rue Jean-pierre Timbaud,"75111",entrance,ign
"3531",Address9288044419132611,Address,"62",BIS,Rue Jean-pierre Timbaud,"75111",entrance,ign
"3532",Address9488044418174134,Address,"6",,Cité d'Angoulême,"75111",entrance,ign
"3533",Address088044417957118,Address,"7",,Rue Guénot,"75111",entrance,ign
"3534",Address9388044417359279,Address,"30",BIS,Avenue Parmentier,"75111",entrance,ign
"3535",Address3688044416689168,Address,"9",,Avenue Parmentier,"75111",parcel,dgfip
"3536",Address8188044414974549,Address,"63",,Avenue Parmentier,"75111",entrance,ign
"3537",Address7288044412779754,Address,"78",,Rue du Faubourg du Temple,"75111",entrance,ign
"3538",Address3088044410870614,Address,"20",,Boulevard du Temple,"75111",entrance,ign
"3539",Address5088044410399844,Address,"26",,Rue Neuve des Boulets,"75111",parcel,dgfip
"3540",Address2788044408003788,Address,"2",BIS,Cité Popincourt,"75111",entrance,ign
"3541",Address5288044407114343,Address,"37",,Boulevard de Belleville,"75111",parcel,dgfip
"3542",Address8488044406756241,Address,"7",,Rue Plichon,"75111",parcel,dgfip
"3543",Address9088044405218166,Address,"12",,Rue Richard Lenoir,"75111",parcel,dgfip
"3544",Address4688044404506459,Address,"11",,Rue de la Pierre Levée,"75111",entrance,ign
"3545",Address9988044398062046,Address,"151",,Rue du Chemin Vert,"75111",parcel,dgfip
"3546",Address3788044396826708,Address,"80",,Rue du Chemin Vert,"75111",entrance,ign
"3547",Address9788044395241525,Address,"60",,Rue Saint-sabin,"75111",parcel,dgfip
"3548",Address9588044394801949,Address,"41",,Rue Saint-sabin,"75111",parcel,dgfip
"3549",Address8488044392097391,Address,"37",,Boulevard de Charonne,"75111",entrance,ign
"3550",Address4688044390493366,Address,"6",,Rue des Taillandiers,"75111",entrance,ign
"3551",Address2588044388162632,Address,"11",BIS,Avenue de Taillebourg,"75111",parcel,dgfip
"3552",Address2188044387884120,Address,"14",,Rue de la Petite Pierre,"75111",entrance,ign
"3553",Address6088044386470893,Address,"6",,Rue Maillard,"75111",entrance,ign
"3554",Address1488044386359050,Address,"8",,Passage Louis-philippe,"75111",entrance,ign
"3555",Address2688044385952995,Address,"80",,Rue Léon Frot,"75111",entrance,ign
"3556",Address4688044383914605,Address,"7",,Place Léon Blum,"75111",entrance,ign
"3557",Address5388044381820889,Address,"23",,Rue de Lappe,"75111",entrance,ign
"3558",Address3388044381648811,Address,"2",,Rue de Lappe,"75111",parcel,dgfip
"3559",Address9188044380712102,Address,"60",BIS,Rue de la Folie-régnault,"75111",parcel,dgfip
"3560",Address5888044375846873,Address,"67",,Rue de la Fontaine au Roi,"75111",entrance,ign
"3561",Address7688044373340384,Address,"22",,Rue des Bluets,"75111",parcel,dgfip
"3562",Address2188044372988191,Address,"9",,Rue des Bluets,"75111",parcel,dgfip
"3563",Address8388044371523871,Address,"39",,Rue Servan,"75111",parcel,dgfip
"3564",Address2588044370858971,Address,"4",,Rue de la Présentation,"75111",entrance,ign
"3565",Address8488044360704459,Address,"2",,Passage Lisa,"75111",entrance,ign
"3566",Address9688044358420786,Address,"16",,Passage de la Bonne Graine,"75111",parcel,dgfip
"3567",Address4788044358073818,Address,"7",,Rue Mercoeur,"75111",entrance,ign
"3568",Address8388044354919720,Address,"123",,Avenue Philippe-auguste,"75111",entrance,ign
"3569",Address288044351230788,Address,"13",,Place de la Nation,"75111",entrance,ign
"3570",Address4488044350698844,Address,"12",,Passage de la Folie-régnault,"75111",entrance,ign
"3571",Address488044350197964,Address,"2",,Rue Desargues,"75111",entrance,ign
"3572",Address7188044349990821,Address,"2",,Impasse Morlet,"75111",entrance,ign
"3573",Address2888044349059157,Address,"93",,Rue de la Folie-méricourt,"75111",entrance,ign
"3574",Address3988044348547940,Address,"66",,Rue de la Folie-méricourt,"75111",entrance,ign
"3575",Address7188044346562147,Address,"6",,Rue des Boulets,"75111",parcel,dgfip
"3576",Address1588044346249331,Address,"36",,Rue des Boulets,"75111",parcel,dgfip
"3577",Address9388044344967811,Address,"18",,Passage Turquetil,"75111",parcel,dgfip
"3578",Address8488044342861891,Address,"14",,Rue Chanzy,"75111",entrance,ign
"3579",Address9288044342038704,Address,"7",,Impasse Truillot,"75111",entrance,ign
"3580",Address3788044341356582,Address,"42",,Rue Bréguet,"75111",entrance,ign
"3581",Address9988044340717019,Address,"19",,Rue Bréguet,"75111",entrance,ign
"3582",Address6388044339532334,Address,"9",,Cité Voltaire,"75111",parcel,dgfip
"3583",Address5088044339016039,Address,"27",,Rue Faidherbe,"75111",entrance,ign
"3584",Address7988044338965060,Address,"25",,Rue Faidherbe,"75111",parcel,dgfip
"3585",Address6988044337990711,Address,"6",,Square Servan,"75111",parcel,dgfip
"3586",Address7688044337940265,Address,"4",,Square Servan,"75111",entrance,ign
"3587",Address7988044336160867,Address,"9",,Rue de Nemours,"75111",entrance,ign
"3588",Address4988044335348622,Address,"27",,Rue Merlin,"75111",entrance,ign
"3589",Address9488044334851259,Address,"4",,Rue Ternaux,"75111",parcel,dgfip
"3590",Address3588044333084901,Address,"4",,Cité du Couvent,"75111",entrance,ign
"3591",Address1188044327951953,Address,"160",BIS,Rue Saint-maur,"75111",entrance,ign
"3592",Address9388044327539317,Address,"21",,Rue Saint-maur,"75111",entrance,ign
"3593",Address6888044325933134,Address,"76",,Rue Saint-maur,"75111",entrance,ign
"3594",Address4388044323957226,Address,"111",,Rue Saint-maur,"75111",parcel,dgfip
"3595",Address1488044323681599,Address,"16",,Rue Edouard Lockroy,"75111",entrance,ign
"3596",Address6088044322808655,Address,"3",,Passage Saint-antoine,"75111",entrance,ign
"3597",Address9588044322750723,Address,"2",BIS,Passage Saint-antoine,"75111",entrance,ign
"3598",Address1388044321549423,Address,"57",,Boulevard de Ménilmontant,"75111",entrance,ign
"3599",Address5088044317117264,Address,"6",,Rue Saint-sébastien,"75111",parcel,dgfip
"3600",Address3688044317049883,Address,"57",,Rue Saint-sébastien,"75111",parcel,dgfip
"3601",Address4588044316274177,Address,"18",,Rue Saint-sébastien,"75111",entrance,ign
"3602",Address7288044316132719,Address,"13",A,Rue Saint-sébastien,"75111",entrance,ign
"3603",Address188044312067420,Address,"3",,Boulevard Jules Ferry,"75111",parcel,dgfip
"3604",Address6888044312054431,Address,"29",,Boulevard Jules Ferry,"75111",entrance,ign
"3605",Address3288044310586683,Address,"34",,Rue Godefroy Cavaignac,"75111",parcel,dgfip
"3606",Address2288044310042994,Address,"16",,Rue Godefroy Cavaignac,"75111",entrance,ign
"3607",Address5188044308123339,Address,"101",,Boulevard Voltaire,"75111",parcel,dgfip
"3608",Address3888044307154611,Address,"183",,Boulevard Voltaire,"75111",parcel,dgfip
"3609",Address388044306275890,Address,"246",,Boulevard Voltaire,"75111",parcel,dgfip
"3610",Address7288044304488667,Address,"150",,Boulevard Voltaire,"75111",parcel,dgfip
"3611",Address3588044300980338,Address,"14",,Passage de Ménilmontant,"75111",entrance,ign
"3612",Address688044299131338,Address,"4",,Cité Durmar,"75111",parcel,dgfip
"3613",Address2188044297467856,Address,"50",,Rue Sedaine,"75111",parcel,dgfip
"3614",Address8488044295518519,Address,"29",,Rue Robert et Sonia Delaunay,"75111",entrance,ign
"3615",Address2988044292787765,Address,"13",,Rue Keller,"75111",entrance,ign
"3616",Address2088044289986037,Address,"76",,Rue de la Roquette,"75111",entrance,ign
"3617",Address2388044289454802,Address,"58",,Rue de la Roquette,"75111",parcel,dgfip
"3618",Address2788044289347412,Address,"53",BIS,Rue de la Roquette,"75111",parcel,dgfip
"3619",Address2588044288874247,Address,"167",,Rue de la Roquette,"75111",parcel,dgfip
"3620",Address6088044286851858,Address,"2",,Rue de la Roquette,"75111",entrance,ign
"3621",Address9088044286055500,Address,"5",,Rue du Grand Prieuré,"75111",entrance,ign
"3622",Address8588044284978697,Address,"8",,Rue Amelot,"75111",entrance,ign
"3623",Address2088044284425639,Address,"143",,Rue Amelot,"75111",parcel,dgfip
"3624",Address4788044282673347,Address,"25",,Rue Amelot,"75111",entrance,ign
"3625",Address9788044281595640,Address,"14",,Rue Robert-houdin,"75111",parcel,dgfip
"3626",Address1088044280993962,Address,"3",,Allée du Philosophe,"75111",entrance,ign
"3627",Address3488044280293333,Address,"27",,Rue Alexandre Dumas,"75111",parcel,dgfip
"3628",Address6488044278897002,Address,"1",,Avenue de la République,"75111",parcel,dgfip
"3629",Address3388044276967255,Address,"26",,Avenue de la République,"75111",entrance,ign
"3630",Address8588044273094524,Address,"47",BIS,Boulevard Richard Lenoir,"75111",parcel,dgfip
"3631",Address4688044271403600,Address,"130",,Boulevard Richard Lenoir,"75111",parcel,dgfip
"3632",Address2888044271158208,Address,"123",,Boulevard Richard Lenoir,"75111",entrance,ign
"3633",Address5288044267554520,Address,"9",,Rue Alphonse Baudin,"75111",parcel,dgfip
"3634",Address788044262377336,Address,"23",,Rue de Charonne,"75111",entrance,ign
"3635",Address7788044261653413,Address,"95",A,Rue de Charonne,"75111",entrance,ign
"3636",Address7388044260346270,Address,"152",,Rue de Charonne,"75111",parcel,dgfip
"3637",Address1288044259571504,Address,"139",,Rue de Charonne,"75111",entrance,ign
"3638",Address5388044259132588,Address,"51",,Rue de Charonne,"75111",entrance,ign
"3639",Address1288044258863167,Address,"127",,Rue de Charonne,"75111",entrance,ign
"3640",Address6488044254498635,Address,"13",,RUE DES 3 COURONNES,"75111",entrance,ign
"3641",Address6388044254041461,Address,"9001",,MET BOULETS MONTREUIL,"75111",parcel,dgfip
"3642",Address4988044252643519,Address,"32",,RUE DES 3 BORNES,"75111",entrance,ign
"3643",Address9588044246244157,Address,"317",,RUE DU FAUBOURG SAINT ANTOINE,"75111",parcel,dgfip
"3644",Address4988044244788565,Address,"137",,RUE DU FAUBOURG SAINT ANTOINE,"75111",parcel,dgfip
"3645",Address3288044244147296,Address,"273",,RUE DU FAUBOURG SAINT ANTOINE,"75111",entrance,ign
"3646",Address9088044421798764,Address,"15",,Rue Titon,"75111",entrance,ign
"3647",Address9788044420477455,Address,"118",,Rue Jean-pierre Timbaud,"75111",entrance,ign
"3648",Address388044419897920,Address,"100",,Rue Jean-pierre Timbaud,"75111",parcel,dgfip
"3649",Address6688044419106713,Address,"62",,Rue Jean-pierre Timbaud,"75111",entrance,ign
"3650",Address3288044418926401,Address,"55",BIS,Rue Jean-pierre Timbaud,"75111",entrance,ign
"3651",Address4088044418694318,Address,"48",,Rue Jean-pierre Timbaud,"75111",entrance,ign
"3652",Address8388044415400489,Address,"132",,Avenue Parmentier,"75111",entrance,ign
"3653",Address9988044412754517,Address,"76",,Rue du Faubourg du Temple,"75111",parcel,dgfip
"3654",Address8488044412741987,Address,"76",,Rue du Faubourg du Temple,"75111",entrance,ign
"3655",Address8588044412579776,Address,"52",,Rue du Faubourg du Temple,"75111",entrance,ign
"3656",Address5588044411736972,Address,"88",BIS,Rue du Faubourg du Temple,"75111",entrance,ign
"3657",Address6988044411571881,Address,"4",,Avenue de Bouvines,"75111",entrance,ign
"3658",Address7488044407384527,Address,"57",,Boulevard de Belleville,"75111",entrance,ign
"3659",Address9088044406554699,Address,"9",,Rue Richard Lenoir,"75111",entrance,ign
"3660",Address2188044404173829,Address,"9",,Rue Gonnet,"75111",parcel,dgfip
"3661",Address6988044403225365,Address,"12",,Impasse du Bureau,"75111",entrance,ign
"3662",Address7888044403213023,Address,"2",,Rue de Bouvines,"75111",parcel,dgfip
"3663",Address6288044401897651,Address,"13",,Rue Gambey,"75111",parcel,dgfip
"3664",Address2588044400211348,Address,"149",,Avenue Ledru Rollin,"75111",parcel,dgfip
"3665",Address5888044399528172,Address,"113",,Avenue Ledru Rollin,"75111",entrance,ign
"3666",Address7788044396735046,Address,"130",,Rue du Chemin Vert,"75111",parcel,dgfip
"3667",Address6888044395279347,Address,"62",,Rue Saint-sabin,"75111",entrance,ign
"3668",Address7888044394905740,Address,"46",,Rue Saint-sabin,"75111",entrance,ign
"3669",Address6688044394082483,Address,"10",,Rue Saint-sabin,"75111",parcel,dgfip
"3670",Address888044393232035,Address,"21",,Rue Morand,"75111",entrance,ign
"3671",Address1988044392810368,Address,"7",BIS,Boulevard de Charonne,"75111",entrance,ign
"3672",Address1588044392183928,Address,"47",,Boulevard de Charonne,"75111",entrance,ign
"3673",Address1388044390159547,Address,"21",,Rue des Taillandiers,"75111",entrance,ign
"3674",Address3388044389302771,Address,"17",,Rue Pache,"75111",entrance,ign
"3675",Address6888044387008148,Address,"27",,Rue Moret,"75111",entrance,ign
"3676",Address7388044384991845,Address,"39",,Rue Léon Frot,"75111",parcel,dgfip
"3677",Address6688044384650394,Address,"26",,Rue Léon Frot,"75111",entrance,ign
"3678",Address4688044382325214,Address,"34",,Rue de Lappe,"75111",parcel,dgfip
"3679",Address5488044382181230,Address,"30",,Rue de Lappe,"75111",parcel,dgfip
"3680",Address6288044381602466,Address,"19",,Rue de Lappe,"75111",entrance,ign
"3681",Address9988044378596580,Address,"11",A,Rue Neuve Popincourt,"75111",parcel,dgfip
"3682",Address2288044375987010,Address,"77",,Rue de la Fontaine au Roi,"75111",entrance,ign
"3683",Address6188044373170109,Address,"16",,Rue des Bluets,"75111",entrance,ign
"3684",Address788044372936362,Address,"6",,Rue des Bluets,"75111",entrance,ign
"3685",Address2488044370119019,Address,"8",,Cité de l'Ameublement,"75111",parcel,dgfip
"3686",Address7388044357355542,Address,"7",,Avenue Philippe-auguste,"75111",entrance,ign
