batiment_groupe_id,s_geom_groupe
uf243220171182_16bd96b7475e0da,1590
uf243220171183_e934907b5b773bb,102
uf243220171186_950c2dbe13c7802,354
uf243220171191_7156279c9ebf795,2327
uf243220171193_cabb20108de96b1,311
uf243220171197_8d29d30c2f397c5,1094
uf243220171200_893c1fbd5c870e5,302
uf243220171205_ff53e316820956a,147
uf243220171206_22d40c96ae83a35,59
uf243220171206_77ce5c83f72ccd5,143
uf243220171207_1b7302fa4da008f,1674
uf243220171208_9405589ffc47473,969
uf243220171208_bda2cf87ef66db7,187
uf243220171210_d366aecfa641913,567
uf243220171214_582069531f76625,136
uf243220171223_af254a260ff9f87,104
uf243220171223_c422304db81391f,154
uf243220171229_d1d647aeced2d85,169
uf243220171230_01c343db98a5e40,43
uf243220171230_cb34925402420da,488
uf243220171231_6f70f5eb702ae03,135
uf243220171231_f75c29c5194aa1b,92
uf243220171233_7f7b0c1e90fc28a,128
uf243220171233_b0ccd22cff6dc41,132
uf243220171233_be66f7e73d63479,232
uf243220171234_c8b621e2cb19f52,139
uf243220171236_3eb4a6918412be4,83
uf243220171241_6c7066165199f69,206
uf243220171241_9c2a32460d51dce,71
uf243220171241_cc33660543f1931,220
uf243220171245_4d6b48cd2d70ae2,118
uf243220171245_79ccb4d1b2ee212,362
uf243220171250_cb818eace84634b,235
uf243220171250_ef68adc279077ae,137
uf243220171253_173084718361920,239
uf243220171253_99111fd3accc1d1,240
uf243220171255_5d2894eefe5ccef,241
uf243220171259_2e4ee1276689a4d,228
uf243220171263_2a65c4ce367431f,88
uf243220171263_4f233fe32098d4a,141
uf243220171265_31dc734f4abd2da,882
uf243220171266_906ef9a05ab6367,690
uf243220171266_b8ba63c2f17f1c1,698
uf243220171267_8ac4e2872cb7cf0,1562
uf243220171268_2c24c17e1743265,28
uf243220171270_c6e9ad6c159b05f,7173
uf243220171271_95bbca532f6303e,3457
uf243220171274_c94bb3894920aa8,562
uf243220171277_c45e6b6b991ca29,900
uf243220171278_39b095923be68ea,126
uf243220171279_f05cb5d3e3c79c0,179
uf243220171280_e6c5601a95f17af,3174
uf243220171281_143b14368a25953,1533
uf243220171284_89efb7eb9dd2c78,820
uf243220171284_a123a7815849a7d,1592
uf243220171286_dc0d3ede8527460,100
uf243220171288_9273aeeb62d0fd5,3085
uf243220171289_8bc61e9d7e02147,406
uf243220171291_06c00c4f40a335c,433
uf243220171293_7423e2a3ba9fddd,
uf243220171295_a00a8216ebb3792,762
uf243220171296_63c267b6fab7d8b,2935
uf243220171297_f3ac1b2b8dcb738,2810
uf243220171302_7ff3ac8a7685d44,120
uf243220171304_fc2b93a06a49151,594
uf243220171305_b0f9bbfa76aad11,1300
uf243220171306_aac9ccbbc8e274c,548
uf243220171312_097d600cf018cdf,2454
uf243220171313_6605a1a752389ec,244
uf243220171314_ece949351189737,1166
uf243220171318_214492c5d5d0c1c,134
uf243220171318_644ec683d9d5cad,189
uf243220171327_4d80787a7e85d48,239
uf243220171335_090ff1e183fbe22,851
uf243220171341_f8827c40dc0c3e7,20
uf243220171346_da988bde01a5b5d,56
uf243220171349_c3b03eff5fdcf65,354
uf243220171350_4a5d0249b5a4039,275
uf243220171352_ec920b198af6810,117
uf243220171353_e52e18e7f33af5a,161
uf243220171354_b871a7f52a49253,2074
uf243220171359_bb9100c9dd3f23c,75
uf243220171361_c028d201c0aa050,564
uf243220171369_958c06211b86b37,18540
uf243220171374_5b79117e6dfbb4b,340
uf243220171375_1c1703f5cc084f7,97
uf243220171375_dc663100f88e63c,101
uf243220171378_3702ea2c4a1afc0,1606
uf243220171378_feaed1c9a31061b,1156
uf243220171381_06f908a1e59ca46,138
uf243220171382_b2e440fcd435efb,94
uf243220171382_b7900650f0c0169,81
uf243220171383_17a6fc4c304d4a5,191
uf243220171386_520487b57e2113a,176
uf243220171387_f418d62bb86cf5a,357
uf243220171391_5b81f1e226f9096,354
uf243220171393_cb4c317b1e2ce76,786
uf243220171394_c53a330020ecf50,268
uf243220171395_329fc5642dd128a,161
uf243220171396_8675599a11cec34,287
uf243220171398_ca308efc62ef094,546
uf243220171399_d2696c99b5b9f31,1004
uf243220171400_ae3b909fe514635,237
uf243220171401_b7181a5941c17db,492
uf243220171404_aaee27e66a99408,32
uf243220171407_a528e7da66f831c,385
uf243220171408_b1fc7a77861a61f,363
uf243220171410_0d6ffaa23eea3a3,68
uf243220171411_61adbbb9ae82913,110
uf243220171412_e550fd34569f0d9,1067
uf243220171430_528da174d56a782,111
uf243220171431_c4f3d43d7e719b7,192
uf243220171432_eca5cc9e8891947,350
uf243220171433_01fdd873ccbdd7a,233
uf243220171434_d1495e49ecee9a9,42
uf243220171436_3a732ae8ef595be,582
uf243220171437_b00ab8cd063995b,328
uf243220171438_5745746717f2406,225
uf243220171441_b81dd521b212e98,1533
uf243220171442_f5078f70df195f4,207
uf243220171445_ea90de441aa1a79,5407
uf243220171447_73aa5ef946a10ef,567
uf243220171450_46d215ed95da7eb,368
uf243220171451_8d05aff80c28fbc,112
uf243220171453_04046dd1f67838a,69
uf243220171454_b321ea0f9277842,182
uf243220171455_1152b5fb4b5d5eb,95
uf243220171456_3f7a653a71c46cf,203
uf243220171459_ae7868d2394774b,93
uf243220171460_2025c2cf850bc34,18
uf243220171460_2803b02bf09b1ac,136
uf243220171461_1520bb9fd10934c,352
uf243220171464_45116eced0c3a79,11
uf243220171467_f7de5f70710fec5,199
uf243220171471_4a7218dddba7ae2,147
uf243220171473_493545d19f7178b,237
uf243220171474_4b695a95e3f80cd,1139
uf243220171479_40774adc2bccd65,882
uf243220171481_ce40ea299cf1179,3424
uf243220171484_bc006a4e5bfc33a,439
uf243220171485_63865f139fc93b0,164
uf243220171486_1bf17f41ce35a15,122
uf243220171489_322bc3f71d35365,91
uf243220171490_59b47e121225ac9,141
uf243220171498_338bb929421f530,324
uf243220171499_e09419d801d180d,70
uf243220171500_f94ca671fcb0f2f,17
uf243220171501_32cf5b74b2c77a3,374
uf243220171501_7ab5b61adfcf99f,375
uf243220171543_835a78daa05d23e,265
uf243220171544_99e54687834e6ab,264
uf243220171545_4cbb2ff318a8c2f,423
uf243220171546_3e5c810d412d9d3,27
uf243220171550_8a7af1ffa767720,166
uf243220171550_951d6df790c434a,166
uf243220171550_dd7b1ef19b8b71f,106
uf243220171551_95962cc49f4a87b,77
uf243220171552_9d1b2475877c1e5,157
uf243220171552_a4138d71d4b044e,7
uf243220171554_2aa1d075a3e8e2d,72
uf243220171555_d30f9fbb7ba714f,40
uf243220171556_ed8b9b4f9578707,555
uf243220171558_c98462bb17eca78,88
uf243220171559_b2593f7117ededc,112
uf243220171561_5d672e817cbc446,889
uf243220171563_b9ec07235c62ba8,92
uf243220171565_607d2fd7e6320ce,877
uf243220171573_682a8c2d8809728,155
uf243220171575_94a34640b696573,12974
uf243220171576_26a461c7e4936c6,64
uf243220171581_59af1a8a9c02560,2524
uf243220171582_584c90e046c47ca,887
uf243220171584_144af4cc664d8f6,110
uf243220171584_1cf5b81aa604ae0,120
uf243220171585_edc41dc512e3f71,359
uf243220171586_5b9045562c32378,2325
uf243220171589_a960c6cb5adccf6,729
uf243220171590_51bab11f5bf8309,2533
uf243220171591_40d1fd4b2980503,2053
uf243220171593_9fa798ea4097a7b,1232
uf243220171594_a11047fe2a523ac,1313
uf243220171596_6a0a8724f5fd49b,815
uf243220171600_a88aac3fc59abc5,181
uf243220171604_35bea42fe61af5a,134
uf243220171605_39d7738776a43ab,170
uf243220171606_1b04f8297a6ced6,74
uf243220171607_eb41a8401c7b142,131
uf243220171609_e439c9d9b0b8739,15
uf243220171610_69a4916da13521e,110
uf243220171611_c15293f8b6dcf6c,386
uf243220171612_d101a1efe4fdfb1,966
uf243220171621_8f67b0a557a8733,
uf243220171622_f41b3a52e5b17b0,195
uf243220171623_9c46313d8edf3fa,310
uf243220171625_4d4c50bdb08633b,148
uf243220171625_b3a94ce4eb6e4e3,72
uf243220171627_966d4bee65038ad,85
uf243220171630_048bb9887aeab64,68
uf243220171630_859f9fb2dc1fb29,65
uf243220171631_7fb470c2964366e,33
uf243220171634_3489c871eb1ebc1,90
uf243220171635_85b8e5767125b86,116
uf243220171636_11b669a0080d1f5,25
uf243220171637_4ca8c37991872bb,45
uf243220171638_aaba11842adc932,125
uf243220171639_1eb4e38473790da,186
uf243220171640_34a7374f393c942,55
uf243220171641_326b0d9c638769c,23
uf243220171641_d1154c0790b3b3a,21
uf243220171642_41ef75213af88f6,214
uf243220171644_e783aa78f9e34c2,78
uf243220171647_6f314adbb430315,140
uf243220171648_22fe8c6a9c08176,179
uf243220171650_f73a9c676de4a8d,88
uf243220171652_e312688e8e90d2f,70
uf243220171654_daf5a9b71246f43,91
uf243220171655_23314caa6358014,99
uf243220171656_923e7cea04d5754,272
uf243220171657_aeecad2fae4b11b,206
uf243220171658_4b0ec6ec2026918,136
uf243220171660_03f7a928a9bb9b0,99
uf243220171660_6b1e95d7faf74d5,86
uf243220171660_b29b74ae19b1e31,52
uf243220171660_cf62ce4201b1202,101
uf243220171660_eda89c6878b1689,83
uf243220171661_7d6f78a197519c6,71
uf243220171663_8f3d2ef8e91816b,125
uf243220171663_a009414a30b1d1f,256
uf243220171665_be313a376185ff7,126
uf243220171666_9015c3ae20bc962,236
uf243220171667_ab236d62e0940c4,207
uf243220171672_56e0f3071e79032,130
uf243220171674_8bf17af9c2090c3,148
uf243220171675_96d90d1ad3022a5,197
uf243220171677_d158d18f86b956b,35
uf243220171677_f9e62c59d56d4bc,72
uf243220171682_dabdde7a096d195,177
uf243220171687_e4b8df83911a2bd,375
uf243220171688_7677830823fd4d1,156
uf243220171691_94655bfbc4f8de1,166
uf243220171692_834621877b1420f,130
uf243220171693_2af8dac9e51d999,60
uf243220171696_ebc3a042eb4ef50,89
uf243220171698_e4368fcfc3a3a39,151
uf243220171699_8d9d3b567d88e97,128
uf243220171700_7784c055310c9d6,66
uf243220171702_ea2a0402203a8b3,50
uf243220171705_d77cd25c33c563d,57
uf243220171706_74ae92383dd7628,112
uf243220171707_3f1558deada8603,197
uf243220171707_e1957ee21bc467c,98
uf243220171708_8079f2794134fc6,175
uf243220171708_d005f2b44f95a60,241
uf243220171712_a2171dd2ef901d9,174
uf243220171713_62b27a276506899,149
uf243220171716_43e6424893e6c8e,40
uf243220171716_9403fb56f1cf30c,27
uf243220171717_3560081cf97067b,67
uf243220171718_715e0c745b00937,68
uf243220171719_f98bf0a3076c383,62
uf243220171722_99f09aef9351476,139
uf243220171725_6e8050ec4c7d58e,127
uf243220171727_15f1143ea237fa6,81
uf243220171727_258617d045e8e3a,28
uf243220171729_24e38a7f2f12df5,27
uf243220171730_274ee59ac832468,100
uf243220171730_9690f4c9fa3040d,60
uf243220171733_33322829c72254d,54
uf243220171736_f04b8fb1671d832,87
uf243220171738_dcf22de0104b832,59
uf243220171740_ad1033dea7c4e09,498
uf243220171741_0d1c6ccd5c34feb,93
uf243220171741_9a8190a702db408,52
uf243220171750_039056fff303524,110
uf243220171750_b47cce347c05996,132
uf243220171752_0ebb946daffe322,60
uf243220171752_be54d24a5baca52,100
uf243220171753_ba565a4233e43b1,157
uf243220171754_74cfa603737fcc4,179
uf243220171755_b44f1b6e48ffa1c,352
uf243220171756_5a1fc7861cce1f0,99
uf243220171757_72e5f54a563b5f5,17
uf243220171757_783804ec62afa79,14
uf243220171758_75fed4232c1aac3,43
uf243220171759_3d73fe226516fcf,26
uf243220171759_e4581d768eebf41,18
uf243220171760_b2aad3328971ab4,167
uf243220171761_f5cfbaa24d55284,106
uf243220171762_81b5771768f3921,149
uf243220171765_6ccbc72b99fd5c2,144
uf243220171766_4cc203ef482062f,54
uf243220171769_36e3db99f666aab,160
uf243220171771_3db19742e923a88,41
uf243220171771_693f4c146025670,47
uf243220171771_9d16db849864e5e,42
uf243220171771_c6f34772d94fc50,75
uf243220171772_af8bed2cff93371,187
uf243220171773_1a1a50913e7e8e5,83
uf243220171773_86639192d1fc080,67
uf243220171774_6091cb0b9e45d64,55
uf243220171776_6583425ca7f33e8,77
uf243220171777_73620aeb637c739,29
uf243220171777_bc7a5ff9c6327d2,86
uf243220171779_5406b5ae773e5c4,45
uf243220171780_1c5ef5e7f56ed4e,215
uf243220171781_9f4137c1dcfdcc5,76
uf243220171783_f3bb06144b49126,96
uf243220171788_8e41431cb21f6e1,139
uf243220171789_fdae5737890a027,166
uf243220171791_bbbfc0b7a246c0f,97
uf243220171793_c333c6b68aa1774,113
uf243220171795_66d64f023efeafe,54
uf243220171797_339448384d39f3b,87
uf243220171799_fb715ebb7196728,89
uf243220171800_1175c7cb58c86e2,15
uf243220171802_741c29e6214eb88,124
uf243220171805_6c0d5588cb6c210,65
uf243220171806_343fa0521bbd279,95
uf243220171806_4a83732c812f3c2,117
uf243220171807_1205620f5f19b56,67
uf243220171807_46570614984f496,104
uf243220171807_8480e4ded717f72,50
uf243220171807_a3563c62c5206cb,296
uf243220171808_78460dc6696cfcf,70
uf243220171808_9101c8f9d65ed5b,235
uf243220171812_8fcbebd953e71f3,822
uf243220171814_562ea90af4947e4,55
uf243220171817_6ab4e507f9a9049,108
uf243220171821_c9622ac00b92dc0,97
uf243220171823_7acb57feec35057,116
uf243220171827_40751a7a3ff2928,202
uf243220171828_9b5063dd8b0ab0a,89
uf243220171829_5d393c4d273571f,89
uf243220171832_1b5fa550a794ab8,494
uf243220171832_2984c76f5734deb,192
uf243220171833_df48ceb20702ed2,394
uf243220171837_652b2be8c67aa55,86
uf243220171838_6911f28bbf55602,236
uf243220171839_6fa6ad0997e1458,101
uf243220171842_4185bcfdfb6ba38,120
uf243220171846_2820bfd3cc32241,61
uf243220171848_f777db91004f299,216
uf243220171849_fbc9a3e3627cdc1,94
uf243220171850_40a1460261dc3ca,44
uf243220171851_52dbaaea2a021e4,50
uf243220171851_c2587410ef312a5,21
uf243220171851_fecda0d49259e43,180
uf243220171852_9282bbb2bda8a4b,101
uf243220171853_079bc7703eab752,33
uf243220171853_37f721865422d98,74
uf243220171854_e6104ac946da9f6,183
uf243220171855_45891459ef8dc40,181
uf243220171856_3c347350500f701,307
uf243220171856_d4b83d549a8dc10,510
uf243220171856_d75a8abdaf1a4bf,371
uf243220171857_ae5ba834c1e2f60,122
uf243220171860_964985276096316,113
uf243220171861_9d3a2572d437db3,226
uf243220171862_d3d9d2622f00bb9,102
uf243220171865_383b7459c877fcf,118
uf243220171865_9f0b9a0aa7caf40,64
uf243220171867_da1dae6cc1a3ced,157
uf243220171869_5645dae0ab6807b,86
uf243220171871_095c2909464645d,92
uf243220171875_6679a4888a4dbdf,237
uf243220171877_6776122fb827c6c,49
uf243220171877_784aef4c189ddfe,123
uf243220171878_6e682fcfb3c4d9a,95
uf243220171879_4a766752ef87b59,31
uf243220171881_14ea30adc3a2a18,63
uf243220171882_d832eceadf00a31,103
uf243220171883_f11f923001ffe62,55
uf243220171884_e6b16828054bc6b,93
uf243220171887_d7042b56abc619f,245
uf243220171889_8744b883a96e3d0,73
uf243220171892_e311870aaa2f4b6,139
uf243220171893_d470f354bd1503f,110
uf243220171894_efbedafed5c772d,194
uf243220171895_339caff0dae8b01,77
uf243220171895_6422cfedee10ea5,49
uf243220171901_4312dbb599dfd3c,81
uf243220171903_f4e4adc71a0cd8a,80
uf243220171904_53754c02d2929e5,57
uf243220171904_5a997cbf652458a,61
uf243220171904_a5bfdd6895cef1b,58
uf243220171904_d5bed6161e659d1,121
uf243220171908_bb49edac521823b,55
uf243220171909_d7be613d3d2846f,128
uf243220171910_e9f93f72f4003ae,99
uf243220171911_b37c166515431a8,112
uf243220171913_2cbf6726678fc2c,67
uf243220171914_3a471e4bcb5df9b,58
uf243220171914_ae07ac953036128,35
uf243220171916_730bede4791b161,127
uf243220171917_7810b4f2c3c810d,124
uf243220171918_e6317f795a9625a,95
uf243220171919_c35ee35797f1acc,93
uf243220171920_c04840d1398938c,114
uf243220171922_f2f87a7a4cea4e8,118
uf243220171925_f9348b4dda5d149,265
uf243220171927_8c7a5c97e633905,67
uf243220171929_614787c9594e701,93
uf243220171930_830c68984cc5baf,80
uf243220171932_94f1763f7e43e5b,74
uf243220171935_6ca42c4e823b412,732
uf243220171936_2f014f2e5978da5,130
uf243220171938_34707680d600a06,225
uf243220171942_4cf4f3d20b2cc2e,69
uf243220171944_1865d2482be156e,68
uf243220171945_0e5385a9851f2fe,87
uf243220171946_5cb0cf76084f5d9,70
uf243220171947_05b2821ab88abdd,80
uf243220171948_febf53cd1909c8e,69
uf243220171950_8ad7d079b2fb728,126
uf243220171951_f45725b5b1569b2,100
uf243220171953_54e5ee6b3bcac91,162
uf243220171954_656fd20a2df5073,162
uf243220171956_681c6e6495b3be8,68
uf243220171957_944054deb83e8ba,110
uf243220171959_80076beec244bbd,114
uf243220171962_2baf2eb8cf61964,128
uf243220171963_71a959dc90384f4,227
uf243220171965_67877266d56d227,83
uf243220171965_80ee63b5ec6c876,109
uf243220171966_503687100abe904,186
uf243220171967_8e43e6309fa2f56,81
uf243220171968_c8052bd959d5d58,55
uf243220171969_5934573d68494a1,87
uf243220171971_18b674b38e2bbbf,153
uf243220171972_4e175eb59e9b248,132
uf243220171972_d08549be3a0f21f,16
uf243220171974_b7c20cc4a722314,145
uf243220171975_4ab9845abe621c6,133
uf243220171976_d1c1030e3c52bf4,130
uf243220171977_54f780555340812,150
uf243220171978_3704e1b66153431,78
uf243220171978_ddb5382a6da3b53,68
uf243220171979_08f94c8df7716d2,76
uf243220171980_339b52b239bcbed,193
uf243220171986_d017ed95a780d51,87
uf243220171987_0c87fb92a81af31,73
uf243220171988_15d5912e6b1d1db,63
uf243220171989_f08831df3d8d020,37
uf243220171993_21dc27d9b4a428b,121
uf243220171994_90d047a13a0b94b,101
uf243220171998_cb0a86257dca523,91
uf243220171999_e6d0a1f3368f986,83
uf243220172001_0fb91970fdd76cf,112
uf243220172002_e666b62b25ca84b,51
uf243220172003_71c30b27435b908,114
uf243220172003_8a241f2d8b21016,148
uf243220172004_20afe3b93c31bba,66
uf243220172005_b18c75967437cbb,198
uf243220172006_4e2085530996904,108
uf243220172008_8d5dbc9c7a6f6ae,295
uf243220172009_27a17c73451517e,118
uf243220172012_e4504ad8a9baa46,109
uf243220172013_642416c83b7bf43,53
uf243220172014_287696ea5fb4e92,68
uf243220172015_0d34454e521793b,170
uf243220172016_839061d79a8f4e1,186
uf243220172017_e69d4dda43960e0,117
uf243220172018_634668b0b1202a8,76
uf243220172018_74b00923eb7a2ba,81
uf243220172020_56873fa75064308,92
uf243220172022_2b89a6a9b8aa976,73
uf243220172023_b697fb28e5d5f9f,149
uf243220172028_5135578b1f94b88,131
uf243220172029_12db4c29e7fb739,46
uf243220172031_5b4de566d9da578,183
uf243220172034_2694538279c75b9,243
uf243220172035_2f3d6c7a5b09336,126
uf243220172036_017cca8657d9068,88
uf243220172042_39dd301e162dd2d,125
uf243220172043_2f9b7ee64a4ec83,94
uf243220172049_4aadadd289296dd,153
uf243220172050_1355ab6403cfcf6,90
uf243220172051_43fc30bf1066bf3,70
uf243220172052_af9a972cc20379d,70
uf243220172053_0eeb6fd60d07847,94
uf243220172053_e9e8f4a387b6459,98
uf243220172056_c1b2f5a674651df,58
uf243220172058_4b4f1a2e784ec14,64
uf243220172059_caa6f4026dc47a4,169
uf243220172060_1efc2a4cc7462cf,82
uf243220172060_2094bdeb924f530,81
uf243220172061_7c1d3dae7a43149,56
uf243220172062_bbc992428ca2cc8,185
uf243220172063_dd66a3734266c27,169
uf243220172064_4e9d04df0181c8c,137
uf243220172065_a067c1b8ca0539b,42
uf243220172068_4ff8d7dea594819,64
uf243220172071_5a5630b8a433c24,101
uf243220172073_8251c473d40305c,152
uf243220172075_0e528d5fccbbf99,108
uf243220172079_9c93f314b573a3d,81
uf243220172080_482dc10aa14b886,175
uf243220172080_7bafe46f3fd2f72,97
uf243220172080_b6ed8b993283bf7,90
uf243220172081_717f4b6b2d3560b,108
uf243220172083_1db47e41875d2b4,359
uf243220172084_5fecc8d7d7c4777,136
uf243220172085_a039443026b3b3b,119
uf243220172086_dc42607db712174,151
uf243220172089_191cdc934e6fd1a,37
uf243220172089_41a1bdfdc609381,63
uf243220172089_d65e5dfc2836d04,232
uf243220172091_1a464d4560c6875,76
uf243220172093_482b1a89d5e419c,82
uf243220172095_01a2b9a5e90ec76,120
uf243220172095_8e3edb7d06e041e,78
uf243220172096_0576e49b33c0132,58
uf243220172096_c253ac3f9963043,90
uf243220172097_088ad8929abf397,121
uf243220172099_b93ff964e9af4b3,84
uf243220172100_2f4f5bc892a75e1,37
uf243220172102_1d3d563aec87e99,80
uf243220172103_25315ed3c113647,73
uf243220172103_f0b36ec70766540,92
uf243220172104_2815fd30ca16445,80
uf243220172105_3ac5574d7247451,94
uf243220172108_f13632a0d175798,97
uf243220172110_979afd2d9f4483b,75
uf243220172111_396be9fb2a5f013,56
uf243220172111_3d94155e5d1b160,95
uf243220172111_651e1861a9ec6dd,67
uf243220172112_386b682e927956d,247
uf243220172113_88c9b84491bd9b8,408
uf243220172115_f441afe04d0c916,80
uf243220172119_aefcf4f14fbe512,223
uf243220172120_2bf893d100a9bf4,58
uf243220172121_385d9b588220d91,118
uf243220172126_ae004bd38299425,55
uf243220172128_4ae110a037fd40a,55
uf243220172129_8d955a96d387a51,130
uf243220172129_deb8e5d90833ba1,104
uf243220172131_950741a1f496edd,16
uf243220172133_7c91290423bc4ff,108
uf243220172134_1011b2171ec0c0f,84
uf243220172135_fdd2733620430c7,213
uf243220172136_5494399f53e04ba,113
uf243220172137_1ce7bb74abd55eb,138
uf243220172138_c7a96fe9daf2d30,17
uf243220172138_ed5fd7cffb695dd,61
uf243220172139_d5e3e5eaa840398,122
uf243220172140_45b41158b850234,100
uf243220172143_70c8cecfcb989b6,398
uf243220172144_d5d7f8a4e247994,100
uf243220172146_556f4a8c1f52818,166
uf243220172147_bbd6b594dc90629,72
uf243220172148_200cb151c889943,74
uf243220172150_d0e99614723a544,78
uf243220172151_cfc2367a72ec94e,80
uf243220172157_2f13626c0e73a20,128
uf243220172158_e387387e686202b,84
uf243220172159_6624c4b25abf0ed,139
uf243220172159_a50011db7a94365,99
uf243220172163_5902d43d0fd041b,273
uf243220172169_1b5e3ba540d1627,78
uf243220172172_0bf92440c49d129,49
uf243220172172_bbacb54560b12d9,97
uf243220172174_5d6631604aca6a9,53
uf243220172174_e3cc844cf131578,90
uf243220172176_cddf7decf046b37,101
uf243220172177_aa84901a77ecbd1,24
uf243220172178_76a93d26144f2b2,111
uf243220172179_c19694166ac26ce,64
uf243220172180_462b3fa4ab8f5ca,37
uf243220172183_01b1cfecde2f87b,231
uf243220172183_bdf7a0eb6f15404,156
uf243220172184_5639a504d954093,137
uf243220172185_b1cc0480dff2389,64
uf243220172186_8ab52afe51a31c8,85
uf243220172188_0bb77ab9459c330,204
uf243220172193_a51abd7a89ae7e0,153
uf243220172194_4be9f46d27593e3,96
uf243220172197_105c3fc3ef9c272,305
uf243220172199_eeda9c9206b426f,68
uf243220172201_f201d9f6b8542cd,118
uf243220172205_28e9e3a965a0936,84
uf243220172205_6fafe6f19305327,126
uf243220172207_ceff3fb1589254d,42
uf243220172210_7b8982cdde0cedc,56
uf243220172212_6c06de0d97004c9,101
uf243220172213_9739dc89913cc46,180
uf243220172214_5ffae30c06b0814,126
uf243220172215_110b0555d067707,192
uf243220172217_e554e6af7155c80,174
uf243220172218_84b7b8ff0f1b75c,119
uf243220172220_d177880e5a74412,70
uf243220172222_0a761f6cfe77c69,66
uf243220172223_7ccc25457aaafec,83
uf243220172226_75057406ab35404,352
uf243220172227_543b54792ae50e6,81
uf243220172229_f0ecfcbd684f97b,91
uf243220172230_b89cc26e8727954,71
uf243220172231_ebd33391d53e8fc,68
uf243220172232_a1b7510ecc30574,98
uf243220172233_63b60a9911fbb50,82
uf243220172234_3cf26ccc470bc2d,175
uf243220172236_396f4f5a514aaaa,18
uf243220172236_4ae457a6a76bbb7,62
uf243220172236_62329557ece5997,107
uf243220172238_461e4ad5f629f5b,165
uf243220172240_4a74a8a0a2fd5c3,100
uf243220172241_0499d510a5ea41e,
uf243220172242_b5d9dc4d78047bf,117
uf243220172243_0c515e048775422,29
uf243220172244_9604f8631dc3b25,65
uf243220172247_72fb76fa1e56144,169
uf243220172249_f5290a1e1bddaec,67
uf243220172251_e6a1cfeda3a4f0a,285
uf243220172255_66fa7f7c1b588b1,105
uf243220172257_f86dc7e14565ac0,76
uf243220172258_471b9068eadd601,44
uf243220172259_78b4da6c3e82563,99
uf243220172262_368813c975c726b,55
uf243220172263_908070db9e0a08b,105
uf243220172269_b643f0a7d1a09bf,152
uf243220172271_fd4dda69c164124,111
uf243220172274_9d2fb663900b6c2,146
uf243220172276_40896da92c1d473,178
uf243220172281_080641037777ea7,43
uf243220172281_0def040a8d3f356,98
uf243220172283_173c17dfc16d1f9,82
uf243220172285_7c64b51588b4bf2,121
uf243220172286_22cab802092a4d4,128
uf243220172287_6e6590a00c6e869,178
uf243220172289_a270084b454a757,386
uf243220172289_c08451166fcb09b,63
uf243220172291_0be3704a88cc047,89
uf243220172291_caabe26a26b31d4,64
uf243220172297_f5da840a119d4ad,64
uf243220172298_9dc8e2163427d99,22
uf243220172299_3ba4e60350957c6,57
uf243220172299_a5a8e3fdac6c452,30
uf243220172301_73c075382b42c03,240
uf243220172302_14aa3be413ccb36,102
uf243220172302_511ad8799d637ad,131
uf243220172305_a76725dde0eea3f,201
uf243220172307_8ad2a998c153571,120
uf243220172308_8bafe4794b26c7c,63
uf243220172311_95baed6166ee084,86
uf243220172312_b302200d81a1081,25
uf243220172313_d2b6e947c657d4a,60
uf243220172314_61381cc30cfc3df,140
uf243220172317_168a22bcffece75,121
uf243220172320_55d0756db7643aa,51
uf243220172320_8f39d404ec7ca38,81
uf243220172321_58ca509d2ac2a11,796
uf243220172322_40918513b43729f,99
uf243220172330_0a69c3f8f1b15b0,67
uf243220172331_31ce3e6c5762df8,124
uf243220172332_9c64acf277885b9,100
uf243220172334_3fcf9022e969998,81
uf243220172334_b7a3a6dcbe9a45c,25
uf243220172337_c9d17e8ce74ef76,68
uf243220172338_20b9c662ab58cee,64
uf243220172338_e17c13ae3761d5d,147
uf243220172339_17c4bb150d96941,35
uf243220172339_1c1db680a9cf87b,105
uf243220172341_b2fa11303fc477a,96
uf243220172343_cd0e30d8d58bb83,59
uf243220172344_4a1965ce83c1e60,37
uf243220172345_14a4482c3bf67bf,42
uf243220172345_2f4b5fa12f13546,44
uf243220172346_11248e3bb05fc9f,57
uf243220172349_0905ba303ac8953,102
uf243220172350_b1e6bfbfa1cc6ed,71
uf243220172352_ef21b3f0819284c,83
uf243220172354_9addef65d309595,70
uf243220172356_53486b92b6fb128,81
uf243220172357_d1acfa0c4cf5f2f,104
uf243220172360_2ec32f5866ee5c2,95
uf243220172362_d1be4115b058f3c,90
uf243220172363_2f66dbd9ab2ffeb,117
uf243220172364_8f19202b3fd05ad,184
uf243220172366_38797816ad08d6e,71
uf243220172367_e28ac2a24912141,115
uf243220172369_55cfc452a5f6180,198
uf243220172372_7edc5d964dd2fb4,68
uf243220172379_5e6a52f0e9942c5,64
uf243220172380_f8edc87d7e6679e,85
uf243220172381_2a9ca16bafe513d,55
uf243220172382_f05550bd9d0ed19,124
uf243220172384_5ed6e7cb3cf62a4,124
uf243220172385_ee31908ddbc0555,13
uf243220172386_6b34c22d4906a5d,143
uf243220172387_c3857b77435e744,213
uf243220172389_086c9ee2529bf46,62
uf243220172390_b4373a1ee057f2d,122
uf243220172396_e45ce2369c8bfd6,83
uf243220172398_10e7a03eb183aa2,85
uf243220172398_161678bf896cdb4,63
uf243220172399_efbd9f47eb33908,433
uf243220172402_fad3f6260c37306,809
